N,P,Strategy,Time
100,6,1,2.080917e-03
100,6,1,2.727985e-03
100,6,1,4.789829e-04
100,6,1,1.058578e-04
100,6,1,4.761219e-04
100,6,1,1.020432e-04
100,6,1,1.599789e-04
200,6,1,8.416176e-05
200,6,1,9.202957e-05
200,6,1,4.830360e-04
200,6,1,7.238388e-04
200,6,1,1.070499e-04
200,6,1,4.680157e-04
200,6,1,1.060963e-04
200,6,1,1.094198e-02
200,6,1,8.392334e-05
200,6,1,4.680157e-04
400,6,1,8.702278e-05
400,6,1,1.389980e-04
400,6,1,4.920959e-04
400,6,1,1.602173e-04
400,6,1,9.608269e-05
400,6,1,4.911423e-04
400,6,1,9.298325e-05
400,6,1,4.849434e-04
400,6,1,1.568794e-04
400,6,1,9.298325e-05
800,6,1,3.943920e-03
800,6,1,9.393692e-05
800,6,1,9.489059e-05
800,6,1,9.298325e-05
800,6,1,1.940966e-03
800,6,1,9.417534e-05
800,6,1,9.703636e-05
800,6,1,9.489059e-05
800,6,1,9.489059e-05
800,6,1,9.799004e-05
1600,6,1,4.789829e-04
1600,6,1,3.000021e-03
1600,6,1,9.894371e-05
1600,6,1,9.799004e-05
1600,6,1,1.411438e-04
1600,6,1,1.919031e-03
1600,6,1,9.608269e-05
1600,6,1,9.489059e-05
1600,6,1,1.010895e-04
1600,6,1,4.820824e-04
1000,6,1,5.052090e-04
1000,6,1,1.058578e-04
1000,6,1,9.989738e-05
1000,6,1,9.703636e-05
1000,6,1,9.703636e-05
1000,6,1,5.040169e-04
1000,6,1,9.298325e-05
1000,6,1,1.769066e-04
1000,6,1,4.911423e-04
1000,6,1,1.587868e-04
2000,6,1,4.870892e-04
2000,6,1,5.238056e-04
2000,6,1,3.134966e-03
2000,6,1,4.839897e-04
2000,6,1,1.630783e-04
2000,6,1,1.549721e-04
2000,6,1,4.911423e-04
2000,6,1,1.699924e-04
2000,6,1,4.909039e-04
2000,6,1,4.911423e-04
4000,6,1,4.868507e-04
4000,6,1,4.818439e-04
4000,6,1,3.209114e-03
4000,6,1,4.830360e-04
4000,6,1,9.298325e-05
4000,6,1,4.839897e-04
4000,6,1,1.051426e-04
4000,6,1,9.298325e-05
4000,6,1,9.799004e-05
4000,6,1,9.799004e-05
8000,6,1,9.799004e-05
8000,6,1,9.799004e-05
8000,6,1,9.894371e-05
8000,6,1,4.789829e-04
8000,6,1,1.010895e-04
8000,6,1,1.008511e-04
8000,6,1,9.894371e-05
8000,6,1,1.008511e-04
8000,6,1,4.839897e-04
8000,6,1,2.072811e-03
16000,6,1,4.270077e-04
16000,6,1,4.301071e-04
16000,6,1,4.022121e-04
16000,6,1,4.458427e-04
16000,6,1,4.560947e-04
16000,6,1,4.658699e-04
16000,6,1,4.429817e-04
16000,6,1,4.239082e-04
16000,6,1,4.119873e-04
16000,6,1,4.429817e-04
10000,6,1,4.539490e-04
10000,6,1,4.799366e-04
10000,6,1,4.479885e-04
10000,6,1,4.479885e-04
10000,6,1,4.501343e-04
10000,6,1,4.861355e-04
10000,6,1,4.420280e-04
10000,6,1,4.489422e-04
10000,6,1,4.780293e-04
10000,6,1,4.367828e-04
20000,6,1,4.129410e-04
20000,6,1,4.141331e-04
20000,6,1,4.429817e-04
20000,6,1,4.091263e-04
20000,6,1,4.770756e-04
20000,6,1,4.098415e-04
20000,6,1,4.401207e-04
20000,6,1,4.179478e-04
20000,6,1,4.200935e-04
20000,6,1,4.138947e-04
40000,6,1,3.890991e-04
40000,6,1,4.479885e-04
40000,6,1,4.200935e-04
40000,6,1,4.169941e-04
40000,6,1,4.138947e-04
40000,6,1,4.189014e-04
40000,6,1,4.169941e-04
40000,6,1,4.310608e-04
40000,6,1,4.301071e-04
40000,6,1,4.179478e-04
80000,6,1,3.628731e-04
80000,6,1,3.809929e-04
80000,6,1,4.220009e-04
80000,6,1,3.778934e-04
80000,6,1,3.719330e-04
80000,6,1,3.769398e-04
80000,6,1,3.759861e-04
80000,6,1,3.798008e-04
80000,6,1,3.499985e-04
80000,6,1,3.759861e-04
160000,6,1,3.149509e-04
160000,6,1,3.449917e-04
160000,6,1,3.340244e-04
160000,6,1,3.149509e-04
160000,6,1,2.949238e-04
160000,6,1,3.190041e-04
160000,6,1,3.149509e-04
160000,6,1,3.240108e-04
160000,6,1,3.089905e-04
160000,6,1,3.130436e-04
100000,6,1,3.550053e-04
100000,6,1,3.681183e-04
100000,6,1,3.559589e-04
100000,6,1,3.659725e-04
100000,6,1,3.619194e-04
100000,6,1,3.690720e-04
100000,6,1,3.569126e-04
100000,6,1,3.688335e-04
100000,6,1,3.619194e-04
100000,6,1,3.609657e-04
200000,6,1,2.498627e-04
200000,6,1,2.481937e-04
200000,6,1,2.639294e-04
200000,6,1,2.651215e-04
200000,6,1,2.610683e-04
200000,6,1,2.670288e-04
200000,6,1,2.641678e-04
200000,6,1,2.951622e-04
200000,6,1,2.629757e-04
200000,6,1,2.610683e-04
400000,6,1,8.418560e-04
400000,6,1,8.518696e-04
400000,6,1,3.459454e-04
400000,6,1,8.409023e-04
400000,6,1,3.437996e-04
400000,6,1,8.430481e-04
400000,6,1,3.528595e-04
400000,6,1,8.418560e-04
400000,6,1,8.411407e-04
400000,6,1,8.430481e-04
800000,6,1,5.898476e-04
800000,6,1,5.888939e-04
800000,6,1,1.117945e-03
800000,6,1,5.881786e-04
800000,6,1,6.310940e-04
800000,6,1,6.358624e-04
800000,6,1,6.299019e-04
800000,6,1,5.898476e-04
800000,6,1,6.279945e-04
800000,6,1,5.881786e-04
1600000,6,1,1.160145e-03
1600000,6,1,1.184940e-03
1600000,6,1,1.234055e-03
1600000,6,1,1.158953e-03
1600000,6,1,1.154900e-03
1600000,6,1,1.202106e-03
1600000,6,1,1.157045e-03
1600000,6,1,1.157045e-03
1600000,6,1,1.159906e-03
1600000,6,1,1.156092e-03
1000000,6,1,7.297993e-04
1000000,6,1,7.290840e-04
1000000,6,1,7.290840e-04
1000000,6,1,7.300377e-04
1000000,6,1,7.309914e-04
1000000,6,1,7.398129e-04
1000000,6,1,7.309914e-04
1000000,6,1,7.309914e-04
1000000,6,1,7.750988e-04
1000000,6,1,8.361340e-04
2000000,6,1,1.441956e-03
2000000,6,1,1.657009e-03
2000000,6,1,1.487017e-03
2000000,6,1,1.438141e-03
2000000,6,1,1.489878e-03
2000000,6,1,1.441956e-03
2000000,6,1,1.491070e-03
2000000,6,1,1.471043e-03
2000000,6,1,1.441002e-03
2000000,6,1,1.655817e-03
4000000,6,1,2.951860e-03
4000000,6,1,2.945900e-03
4000000,6,1,3.175020e-03
4000000,6,1,2.948046e-03
4000000,6,1,2.956152e-03
4000000,6,1,2.948999e-03
4000000,6,1,2.943993e-03
4000000,6,1,2.945900e-03
4000000,6,1,2.945185e-03
4000000,6,1,2.944946e-03
8000000,6,1,5.789042e-03
8000000,6,1,5.798101e-03
8000000,6,1,5.753040e-03
8000000,6,1,5.785942e-03
8000000,6,1,5.781174e-03
8000000,6,1,5.836964e-03
8000000,6,1,5.788088e-03
8000000,6,1,5.732059e-03
8000000,6,1,5.800009e-03
8000000,6,1,5.795002e-03
16000000,6,1,1.142502e-02
16000000,6,1,1.144195e-02
16000000,6,1,1.143980e-02
16000000,6,1,1.149082e-02
16000000,6,1,1.143694e-02
16000000,6,1,1.142406e-02
16000000,6,1,1.147509e-02
16000000,6,1,1.148605e-02
16000000,6,1,1.141596e-02
16000000,6,1,1.148081e-02
10000000,6,1,7.160187e-03
10000000,6,1,7.183075e-03
10000000,6,1,7.153988e-03
10000000,6,1,7.204056e-03
10000000,6,1,7.731915e-03
10000000,6,1,7.145882e-03
10000000,6,1,7.214069e-03
10000000,6,1,7.209063e-03
10000000,6,1,7.222891e-03
10000000,6,1,7.149935e-03
20000000,6,1,1.452303e-02
20000000,6,1,1.427102e-02
20000000,6,1,1.428699e-02
20000000,6,1,1.427794e-02
20000000,6,1,1.431704e-02
20000000,6,1,1.434517e-02
20000000,6,1,1.436710e-02
20000000,6,1,1.428890e-02
20000000,6,1,1.435494e-02
20000000,6,1,1.429415e-02
40000000,6,1,2.850795e-02
40000000,6,1,2.852893e-02
40000000,6,1,2.853990e-02
40000000,6,1,2.855301e-02
40000000,6,1,2.853894e-02
40000000,6,1,2.850914e-02
40000000,6,1,2.853489e-02
40000000,6,1,2.850103e-02
40000000,6,1,2.858686e-02
40000000,6,1,2.858806e-02
80000000,6,1,5.697513e-02
80000000,6,1,5.727887e-02
80000000,6,1,5.707693e-02
80000000,6,1,5.718112e-02
80000000,6,1,5.701494e-02
80000000,6,1,5.702376e-02
80000000,6,1,5.705214e-02
80000000,6,1,5.703688e-02
80000000,6,1,5.701303e-02
80000000,6,1,5.711412e-02
160000000,6,1,1.140802e-01
100,7,1,2.176404e-02
100,7,1,1.325297e-02
100,7,1,1.105189e-02
100,7,1,2.191305e-02
100,7,1,1.961207e-02
100,7,1,1.948595e-02
100,7,1,1.715612e-02
100,7,1,1.947284e-02
100,7,1,2.205920e-02
100,7,1,1.330113e-02
200,7,1,1.301599e-02
200,7,1,2.195692e-02
200,7,1,1.793385e-02
200,7,1,2.223611e-02
200,7,1,1.081109e-02
200,7,1,2.185106e-02
200,7,1,1.744199e-02
200,7,1,1.823997e-02
200,7,1,2.171803e-02
200,7,1,1.938605e-02
400,7,1,1.941991e-02
400,7,1,1.949692e-02
400,7,1,2.182913e-02
400,7,1,2.182102e-02
400,7,1,1.931882e-02
400,7,1,1.933002e-02
400,7,1,1.716208e-02
400,7,1,1.945615e-02
400,7,1,1.923990e-02
400,7,1,2.165699e-02
800,7,1,1.105714e-02
800,7,1,1.946402e-02
800,7,1,1.942396e-02
800,7,1,1.940179e-02
800,7,1,1.945996e-02
800,7,1,1.715612e-02
800,7,1,1.958799e-02
800,7,1,1.952696e-02
800,7,1,1.927805e-02
800,7,1,1.933503e-02
1600,7,1,1.950312e-02
1600,7,1,1.944804e-02
1600,7,1,1.718402e-02
1600,7,1,1.940393e-02
1600,7,1,1.942015e-02
1600,7,1,1.952291e-02
1600,7,1,1.942396e-02
1600,7,1,1.990795e-02
1600,7,1,1.945210e-02
1600,7,1,1.948810e-02
1000,7,1,1.948810e-02
1000,7,1,1.087189e-02
1000,7,1,1.721311e-02
1000,7,1,1.931882e-02
1000,7,1,1.945496e-02
1000,7,1,1.951385e-02
1000,7,1,1.942492e-02
1000,7,1,1.700091e-02
1000,7,1,1.902509e-02
1000,7,1,1.081777e-02
2000,7,1,1.928806e-02
2000,7,1,1.938486e-02
2000,7,1,1.944184e-02
2000,7,1,1.927900e-02
2000,7,1,1.948190e-02
2000,7,1,1.938987e-02
2000,7,1,1.944208e-02
2000,7,1,1.958084e-02
2000,7,1,1.941705e-02
2000,7,1,1.709819e-02
4000,7,1,1.946306e-02
4000,7,1,1.933098e-02
4000,7,1,1.958990e-02
4000,7,1,1.940608e-02
4000,7,1,1.926780e-02
4000,7,1,1.949215e-02
4000,7,1,1.731420e-02
4000,7,1,1.083803e-02
4000,7,1,1.944709e-02
4000,7,1,1.089907e-02
8000,7,1,1.949191e-02
8000,7,1,1.946092e-02
8000,7,1,1.938987e-02
8000,7,1,1.944113e-02
8000,7,1,1.947093e-02
8000,7,1,1.945591e-02
8000,7,1,1.931095e-02
8000,7,1,1.937199e-02
8000,7,1,1.947713e-02
8000,7,1,1.939511e-02
16000,7,1,1.901197e-02
16000,7,1,1.902699e-02
16000,7,1,1.928210e-02
16000,7,1,1.933408e-02
16000,7,1,1.924586e-02
16000,7,1,1.931286e-02
16000,7,1,1.931500e-02
16000,7,1,1.938200e-02
16000,7,1,1.902699e-02
16000,7,1,1.928401e-02
10000,7,1,2.175403e-02
10000,7,1,1.941514e-02
10000,7,1,1.937008e-02
10000,7,1,1.834106e-02
10000,7,1,1.944804e-02
10000,7,1,1.981497e-02
10000,7,1,1.957107e-02
10000,7,1,1.956701e-02
10000,7,1,1.945782e-02
10000,7,1,1.946783e-02
20000,7,1,1.976395e-02
20000,7,1,1.936817e-02
20000,7,1,1.883984e-02
20000,7,1,1.907492e-02
20000,7,1,1.933813e-02
20000,7,1,1.915097e-02
20000,7,1,1.935697e-02
20000,7,1,1.928616e-02
20000,7,1,1.928997e-02
20000,7,1,1.922393e-02
40000,7,1,1.932192e-02
40000,7,1,1.906896e-02
40000,7,1,1.930022e-02
40000,7,1,1.927710e-02
40000,7,1,1.924419e-02
40000,7,1,1.924706e-02
40000,7,1,1.930094e-02
40000,7,1,1.934385e-02
40000,7,1,1.926589e-02
40000,7,1,1.924801e-02
80000,7,1,1.931214e-02
80000,7,1,1.850510e-02
80000,7,1,1.930308e-02
80000,7,1,1.854205e-02
80000,7,1,1.921487e-02
80000,7,1,1.901698e-02
80000,7,1,1.899815e-02
80000,7,1,1.928902e-02
80000,7,1,1.926994e-02
80000,7,1,1.913619e-02
160000,7,1,1.919580e-02
160000,7,1,1.891494e-02
160000,7,1,1.914787e-02
160000,7,1,1.924801e-02
160000,7,1,1.903296e-02
160000,7,1,1.908898e-02
160000,7,1,1.050997e-02
160000,7,1,1.039600e-02
160000,7,1,1.050496e-02
160000,7,1,1.912904e-02
100000,7,1,1.928210e-02
100000,7,1,1.933599e-02
100000,7,1,1.891017e-02
100000,7,1,1.929212e-02
100000,7,1,1.068807e-02
100000,7,1,1.065207e-02
100000,7,1,1.923490e-02
100000,7,1,1.924396e-02
100000,7,1,1.963186e-02
100000,7,1,1.933694e-02
200000,7,1,1.916981e-02
200000,7,1,1.053119e-02
200000,7,1,1.914716e-02
200000,7,1,1.941299e-02
200000,7,1,1.908517e-02
200000,7,1,1.944995e-02
200000,7,1,1.919603e-02
200000,7,1,1.924396e-02
200000,7,1,1.050901e-02
200000,7,1,1.950383e-02
400000,7,1,1.894403e-02
400000,7,1,1.909900e-02
400000,7,1,1.908398e-02
400000,7,1,1.961994e-02
400000,7,1,1.903319e-02
400000,7,1,1.908994e-02
400000,7,1,1.887798e-02
400000,7,1,1.889110e-02
400000,7,1,1.927710e-02
400000,7,1,1.058912e-02
800000,7,1,1.862597e-02
800000,7,1,1.044607e-02
800000,7,1,8.689880e-03
800000,7,1,2.098513e-02
800000,7,1,9.383917e-03
800000,7,1,2.252507e-02
800000,7,1,9.389162e-03
800000,7,1,2.097011e-02
800000,7,1,1.233602e-02
800000,7,1,1.237798e-02
1600000,7,1,1.792908e-02
1600000,7,1,1.788807e-02
1600000,7,1,1.797199e-02
1600000,7,1,9.738922e-03
1600000,7,1,9.305954e-03
1600000,7,1,1.784778e-02
1600000,7,1,9.258986e-03
1600000,7,1,9.392977e-03
1600000,7,1,9.191990e-03
1600000,7,1,9.387016e-03
1000000,7,1,8.934975e-03
1000000,7,1,8.872032e-03
1000000,7,1,8.940935e-03
1000000,7,1,8.888960e-03
1000000,7,1,8.891106e-03
1000000,7,1,8.980989e-03
1000000,7,1,9.835958e-03
1000000,7,1,8.988142e-03
1000000,7,1,1.255202e-02
1000000,7,1,8.914948e-03
2000000,7,1,1.745009e-02
2000000,7,1,1.753402e-02
2000000,7,1,1.739597e-02
2000000,7,1,1.795006e-02
2000000,7,1,1.748300e-02
2000000,7,1,1.749992e-02
2000000,7,1,1.757193e-02
2000000,7,1,1.773000e-02
2000000,7,1,1.765990e-02
2000000,7,1,1.755404e-02
4000000,7,1,2.062011e-02
4000000,7,1,2.059698e-02
4000000,7,1,2.039886e-02
4000000,7,1,1.919293e-02
4000000,7,1,1.960993e-02
4000000,7,1,2.110600e-02
4000000,7,1,1.918411e-02
4000000,7,1,2.057195e-02
4000000,7,1,1.924396e-02
4000000,7,1,2.157998e-02
8000000,7,1,1.733494e-02
8000000,7,1,1.729298e-02
8000000,7,1,1.707196e-02
8000000,7,1,2.306199e-02
8000000,7,1,1.714110e-02
8000000,7,1,1.725602e-02
8000000,7,1,1.776695e-02
8000000,7,1,1.726794e-02
8000000,7,1,1.732206e-02
8000000,7,1,1.733279e-02
16000000,7,1,2.822399e-02
16000000,7,1,2.874017e-02
16000000,7,1,2.974391e-02
16000000,7,1,2.653909e-02
16000000,7,1,2.832794e-02
16000000,7,1,2.108192e-02
16000000,7,1,2.831388e-02
16000000,7,1,2.867389e-02
16000000,7,1,2.835584e-02
16000000,7,1,2.811694e-02
10000000,7,1,2.430511e-02
10000000,7,1,2.467203e-02
10000000,7,1,2.428508e-02
10000000,7,1,2.412391e-02
10000000,7,1,2.407098e-02
10000000,7,1,2.428818e-02
10000000,7,1,2.431202e-02
10000000,7,1,2.431607e-02
10000000,7,1,2.421594e-02
10000000,7,1,2.426505e-02
20000000,7,1,2.475691e-02
20000000,7,1,2.465510e-02
20000000,7,1,2.520490e-02
20000000,7,1,2.503109e-02
20000000,7,1,2.470183e-02
20000000,7,1,2.499008e-02
20000000,7,1,2.513695e-02
20000000,7,1,2.508187e-02
20000000,7,1,2.496600e-02
20000000,7,1,2.466989e-02
40000000,7,1,4.290795e-02
40000000,7,1,4.293394e-02
40000000,7,1,4.329991e-02
40000000,7,1,4.308796e-02
40000000,7,1,4.219484e-02
40000000,7,1,4.321599e-02
40000000,7,1,4.385900e-02
40000000,7,1,4.282308e-02
40000000,7,1,4.302001e-02
40000000,7,1,4.304719e-02
80000000,7,1,6.055713e-02
80000000,7,1,6.016707e-02
80000000,7,1,5.978990e-02
80000000,7,1,6.000304e-02
80000000,7,1,6.007814e-02
80000000,7,1,6.008697e-02
80000000,7,1,6.028700e-02
80000000,7,1,6.051517e-02
80000000,7,1,6.031799e-02
100,8,1,6.890297e-05
100,8,1,6.604195e-05
100,8,1,6.413460e-05
100,8,1,6.604195e-05
100,8,1,7.200241e-05
100,8,1,3.504753e-05
100,8,1,3.600121e-05
100,8,1,6.794930e-05
100,8,1,6.294250e-05
100,8,1,6.604195e-05
200,8,1,6.914139e-05
200,8,1,6.699562e-05
200,8,1,6.103516e-05
200,8,1,6.794930e-05
200,8,1,5.888939e-05
200,8,1,6.413460e-05
200,8,1,3.695488e-05
200,8,1,7.009506e-05
200,8,1,6.008148e-05
200,8,1,6.508827e-05
400,8,1,6.794930e-05
400,8,1,6.389618e-05
400,8,1,6.794930e-05
400,8,1,6.318092e-05
400,8,1,6.985664e-05
400,8,1,6.699562e-05
400,8,1,6.198883e-05
400,8,1,6.413460e-05
400,8,1,6.794930e-05
400,8,1,6.198883e-05
800,8,1,6.699562e-05
800,8,1,6.508827e-05
800,8,1,6.198883e-05
800,8,1,6.604195e-05
800,8,1,6.890297e-05
800,8,1,6.413460e-05
800,8,1,6.389618e-05
800,8,1,6.389618e-05
800,8,1,6.890297e-05
800,8,1,6.818771e-05
1600,8,1,6.580353e-05
1600,8,1,6.604195e-05
1600,8,1,6.294250e-05
1600,8,1,8.106232e-05
1600,8,1,6.103516e-05
1600,8,1,5.817413e-05
1600,8,1,7.200241e-05
1600,8,1,6.699562e-05
1600,8,1,6.008148e-05
1600,8,1,6.389618e-05
1000,8,1,6.294250e-05
1000,8,1,6.890297e-05
1000,8,1,6.198883e-05
1000,8,1,6.508827e-05
1000,8,1,6.413460e-05
1000,8,1,6.294250e-05
1000,8,1,6.818771e-05
1000,8,1,6.794930e-05
1000,8,1,6.413460e-05
1000,8,1,7.104874e-05
2000,8,1,6.413460e-05
2000,8,1,6.198883e-05
2000,8,1,7.081032e-05
2000,8,1,6.103516e-05
2000,8,1,6.484985e-05
2000,8,1,6.699562e-05
2000,8,1,5.984306e-05
2000,8,1,6.794930e-05
2000,8,1,6.294250e-05
2000,8,1,6.103516e-05
4000,8,1,6.389618e-05
4000,8,1,6.699562e-05
4000,8,1,6.914139e-05
4000,8,1,6.508827e-05
4000,8,1,6.508827e-05
4000,8,1,6.484985e-05
4000,8,1,7.319450e-05
4000,8,1,6.484985e-05
4000,8,1,6.794930e-05
4000,8,1,6.198883e-05
8000,8,1,6.508827e-05
8000,8,1,6.413460e-05
8000,8,1,6.699562e-05
8000,8,1,6.389618e-05
8000,8,1,6.890297e-05
8000,8,1,6.699562e-05
8000,8,1,6.389618e-05
8000,8,1,6.580353e-05
8000,8,1,6.508827e-05
8000,8,1,7.390976e-05
16000,8,1,6.794930e-05
16000,8,1,6.794930e-05
16000,8,1,7.200241e-05
16000,8,1,6.818771e-05
16000,8,1,6.413460e-05
16000,8,1,6.389618e-05
16000,8,1,6.699562e-05
16000,8,1,6.580353e-05
16000,8,1,6.389618e-05
16000,8,1,7.200241e-05
10000,8,1,6.079674e-05
10000,8,1,6.484985e-05
10000,8,1,6.413460e-05
10000,8,1,6.318092e-05
10000,8,1,6.413460e-05
10000,8,1,6.294250e-05
10000,8,1,6.294250e-05
10000,8,1,6.699562e-05
10000,8,1,6.818771e-05
10000,8,1,6.604195e-05
20000,8,1,6.604195e-05
20000,8,1,6.604195e-05
20000,8,1,6.604195e-05
20000,8,1,7.009506e-05
20000,8,1,6.580353e-05
20000,8,1,6.914139e-05
20000,8,1,6.604195e-05
20000,8,1,3.385544e-05
20000,8,1,7.700920e-05
20000,8,1,6.604195e-05
40000,8,1,4.816055e-05
40000,8,1,9.012222e-05
40000,8,1,8.392334e-05
40000,8,1,4.887581e-05
40000,8,1,9.393692e-05
40000,8,1,4.911423e-05
40000,8,1,4.911423e-05
40000,8,1,4.887581e-05
40000,8,1,4.601479e-05
40000,8,1,4.816055e-05
80000,8,1,1.060963e-04
80000,8,1,1.149178e-04
80000,8,1,1.039505e-04
80000,8,1,1.051426e-04
80000,8,1,1.008511e-04
80000,8,1,1.029968e-04
80000,8,1,1.020432e-04
80000,8,1,1.020432e-04
80000,8,1,1.058578e-04
80000,8,1,1.060963e-04
160000,8,1,1.440048e-04
160000,8,1,1.509190e-04
160000,8,1,1.440048e-04
160000,8,1,1.440048e-04
160000,8,1,1.440048e-04
160000,8,1,1.490116e-04
160000,8,1,1.440048e-04
160000,8,1,1.511574e-04
160000,8,1,1.490116e-04
160000,8,1,1.449585e-04
100000,8,1,1.151562e-04
100000,8,1,1.168251e-04
100000,8,1,1.189709e-04
100000,8,1,1.111031e-04
100000,8,1,1.168251e-04
100000,8,1,1.139641e-04
100000,8,1,1.139641e-04
100000,8,1,1.149178e-04
100000,8,1,1.192093e-04
100000,8,1,1.170635e-04
200000,8,1,1.640320e-04
200000,8,1,1.702309e-04
200000,8,1,1.690388e-04
200000,8,1,1.668930e-04
200000,8,1,1.680851e-04
200000,8,1,1.659393e-04
200000,8,1,1.711845e-04
200000,8,1,1.709461e-04
200000,8,1,1.709461e-04
200000,8,1,1.709461e-04
400000,8,1,2.751350e-04
400000,8,1,2.830029e-04
400000,8,1,2.729893e-04
400000,8,1,2.799034e-04
400000,8,1,2.732277e-04
400000,8,1,2.739429e-04
400000,8,1,2.739429e-04
400000,8,1,2.779961e-04
400000,8,1,2.748966e-04
400000,8,1,2.758503e-04
800000,8,1,4.918575e-04
800000,8,1,4.889965e-04
800000,8,1,4.899502e-04
800000,8,1,4.899502e-04
800000,8,1,4.899502e-04
800000,8,1,4.880428e-04
800000,8,1,4.880428e-04
800000,8,1,4.870892e-04
800000,8,1,4.911423e-04
800000,8,1,4.899502e-04
1600000,8,1,9.119511e-04
1600000,8,1,9.188652e-04
1600000,8,1,9.140968e-04
1600000,8,1,9.138584e-04
1600000,8,1,9.129047e-04
1600000,8,1,1.003981e-03
1600000,8,1,9.148121e-04
1600000,8,1,9.169579e-04
1600000,8,1,9.150505e-04
1600000,8,1,9.129047e-04
1000000,8,1,5.979538e-04
1000000,8,1,6.399155e-04
1000000,8,1,5.948544e-04
1000000,8,1,6.039143e-04
1000000,8,1,5.960464e-04
1000000,8,1,5.960464e-04
1000000,8,1,6.251335e-04
1000000,8,1,5.989075e-04
1000000,8,1,5.970001e-04
1000000,8,1,5.991459e-04
2000000,8,1,1.127005e-03
2000000,8,1,1.132965e-03
2000000,8,1,1.129150e-03
2000000,8,1,1.132965e-03
2000000,8,1,1.130104e-03
2000000,8,1,1.240015e-03
2000000,8,1,1.130104e-03
2000000,8,1,1.126051e-03
2000000,8,1,1.126051e-03
2000000,8,1,1.127005e-03
4000000,8,1,2.204180e-03
4000000,8,1,2.205849e-03
4000000,8,1,2.200842e-03
4000000,8,1,2.205849e-03
4000000,8,1,2.201796e-03
4000000,8,1,2.202988e-03
4000000,8,1,2.202034e-03
4000000,8,1,2.204895e-03
4000000,8,1,2.202988e-03
4000000,8,1,2.205849e-03
8000000,8,1,4.359007e-03
8000000,8,1,4.373789e-03
8000000,8,1,4.376888e-03
8000000,8,1,4.358053e-03
8000000,8,1,4.395008e-03
8000000,8,1,4.356146e-03
8000000,8,1,4.369020e-03
8000000,8,1,4.357100e-03
8000000,8,1,4.364014e-03
8000000,8,1,4.372120e-03
16000000,8,1,9.842157e-03
16000000,8,1,8.645058e-03
16000000,8,1,8.676052e-03
16000000,8,1,8.775949e-03
16000000,8,1,8.652925e-03
16000000,8,1,8.660078e-03
16000000,8,1,8.642912e-03
16000000,8,1,1.000309e-02
16000000,8,1,8.645058e-03
16000000,8,1,9.894133e-03
10000000,8,1,5.444050e-03
10000000,8,1,5.464792e-03
10000000,8,1,5.456924e-03
10000000,8,1,5.445004e-03
10000000,8,1,5.462885e-03
10000000,8,1,5.466938e-03
10000000,8,1,5.449057e-03
10000000,8,1,5.445004e-03
10000000,8,1,5.532026e-03
10000000,8,1,5.442142e-03
20000000,8,1,1.079607e-02
20000000,8,1,1.080298e-02
20000000,8,1,1.079202e-02
20000000,8,1,1.079106e-02
20000000,8,1,1.080680e-02
20000000,8,1,1.080608e-02
20000000,8,1,1.079512e-02
20000000,8,1,1.226401e-02
20000000,8,1,1.080108e-02
20000000,8,1,1.081491e-02
40000000,8,1,2.151012e-02
40000000,8,1,2.150512e-02
40000000,8,1,2.150989e-02
40000000,8,1,2.150893e-02
40000000,8,1,2.150702e-02
40000000,8,1,2.152896e-02
40000000,8,1,2.171397e-02
40000000,8,1,2.150583e-02
40000000,8,1,2.153492e-02
40000000,8,1,2.151799e-02
80000000,8,1,4.281712e-02
80000000,8,1,4.283714e-02
80000000,8,1,4.281878e-02
80000000,8,1,4.289103e-02
80000000,8,1,4.285407e-02
80000000,8,1,4.282594e-02
80000000,8,1,4.281092e-02
80000000,8,1,4.279208e-02
100,1,2,2.145767e-06
100,1,2,3.099442e-06
100,1,2,1.907349e-06
100,1,2,1.907349e-06
100,1,2,3.099442e-06
100,1,2,2.861023e-06
100,1,2,1.907349e-06
100,1,2,1.907349e-06
100,1,2,3.099442e-06
100,1,2,2.861023e-06
200,1,2,2.861023e-06
200,1,2,2.861023e-06
200,1,2,3.099442e-06
200,1,2,4.053116e-06
200,1,2,2.861023e-06
200,1,2,2.861023e-06
200,1,2,3.099442e-06
200,1,2,3.099442e-06
200,1,2,3.099442e-06
200,1,2,3.099442e-06
400,1,2,3.814697e-06
400,1,2,4.053116e-06
400,1,2,2.861023e-06
400,1,2,4.053116e-06
400,1,2,4.053116e-06
400,1,2,3.099442e-06
400,1,2,3.099442e-06
400,1,2,3.814697e-06
400,1,2,5.006790e-06
400,1,2,4.053116e-06
800,1,2,5.006790e-06
800,1,2,5.960464e-06
800,1,2,5.006790e-06
800,1,2,6.198883e-06
800,1,2,5.960464e-06
800,1,2,6.198883e-06
800,1,2,5.006790e-06
800,1,2,5.960464e-06
800,1,2,6.198883e-06
800,1,2,5.960464e-06
1600,1,2,1.001358e-05
1600,1,2,9.775162e-06
1600,1,2,1.001358e-05
1600,1,2,1.001358e-05
1600,1,2,8.821487e-06
1600,1,2,1.001358e-05
1600,1,2,1.001358e-05
1600,1,2,9.059906e-06
1600,1,2,1.001358e-05
1600,1,2,9.059906e-06
1000,1,2,5.960464e-06
1000,1,2,6.914139e-06
1000,1,2,6.914139e-06
1000,1,2,5.960464e-06
1000,1,2,5.960464e-06
1000,1,2,7.152557e-06
1000,1,2,6.914139e-06
1000,1,2,5.960464e-06
