N,P,Strategy,Time
1000,1,2,6.914139e-06
1000,1,2,7.152557e-06
2000,1,2,1.096725e-05
2000,1,2,1.192093e-05
2000,1,2,1.096725e-05
2000,1,2,1.001358e-05
2000,1,2,1.120567e-05
2000,1,2,1.096725e-05
2000,1,2,1.096725e-05
2000,1,2,1.096725e-05
2000,1,2,1.192093e-05
2000,1,2,1.192093e-05
4000,1,2,2.098083e-05
4000,1,2,2.098083e-05
4000,1,2,2.002716e-05
4000,1,2,2.098083e-05
4000,1,2,2.098083e-05
4000,1,2,2.098083e-05
4000,1,2,2.098083e-05
4000,1,2,2.098083e-05
4000,1,2,2.002716e-05
4000,1,2,2.098083e-05
8000,1,2,3.886223e-05
8000,1,2,3.910065e-05
8000,1,2,3.910065e-05
8000,1,2,3.886223e-05
8000,1,2,3.886223e-05
8000,1,2,3.981590e-05
8000,1,2,3.886223e-05
8000,1,2,3.910065e-05
8000,1,2,3.910065e-05
8000,1,2,3.910065e-05
16000,1,2,7.700920e-05
16000,1,2,6.604195e-05
16000,1,2,7.700920e-05
16000,1,2,7.677078e-05
16000,1,2,7.605553e-05
16000,1,2,7.700920e-05
16000,1,2,8.106232e-05
16000,1,2,7.700920e-05
16000,1,2,7.700920e-05
16000,1,2,7.700920e-05
10000,1,2,4.887581e-05
10000,1,2,4.911423e-05
10000,1,2,4.887581e-05
10000,1,2,4.792213e-05
10000,1,2,4.792213e-05
10000,1,2,4.887581e-05
10000,1,2,4.887581e-05
10000,1,2,4.887581e-05
10000,1,2,4.792213e-05
10000,1,2,4.911423e-05
20000,1,2,9.512901e-05
20000,1,2,9.489059e-05
20000,1,2,9.512901e-05
20000,1,2,9.512901e-05
20000,1,2,9.608269e-05
20000,1,2,9.489059e-05
20000,1,2,9.989738e-05
20000,1,2,9.512901e-05
20000,1,2,9.489059e-05
20000,1,2,9.489059e-05
40000,1,2,1.878738e-04
40000,1,2,1.890659e-04
40000,1,2,1.888275e-04
40000,1,2,1.881123e-04
40000,1,2,1.950264e-04
40000,1,2,1.990795e-04
40000,1,2,1.871586e-04
40000,1,2,1.881123e-04
40000,1,2,1.890659e-04
40000,1,2,1.878738e-04
80000,1,2,3.869534e-04
80000,1,2,3.750324e-04
80000,1,2,3.740788e-04
80000,1,2,3.719330e-04
80000,1,2,3.740788e-04
80000,1,2,3.740788e-04
80000,1,2,3.750324e-04
80000,1,2,3.259182e-04
80000,1,2,3.781319e-04
80000,1,2,3.778934e-04
160000,1,2,7.479191e-04
160000,1,2,6.449223e-04
160000,1,2,7.522106e-04
160000,1,2,6.411076e-04
160000,1,2,7.500648e-04
160000,1,2,7.488728e-04
160000,1,2,6.458759e-04
160000,1,2,7.548332e-04
160000,1,2,7.510185e-04
160000,1,2,6.427765e-04
100000,1,2,4.639626e-04
100000,1,2,4.730225e-04
100000,1,2,4.730225e-04
100000,1,2,4.818439e-04
100000,1,2,4.680157e-04
100000,1,2,4.680157e-04
100000,1,2,4.060268e-04
100000,1,2,4.720688e-04
100000,1,2,4.670620e-04
100000,1,2,4.720688e-04
200000,1,2,9.520054e-04
200000,1,2,9.379387e-04
200000,1,2,9.369850e-04
200000,1,2,8.020401e-04
200000,1,2,8.049011e-04
200000,1,2,8.008480e-04
200000,1,2,9.369850e-04
200000,1,2,9.391308e-04
200000,1,2,8.010864e-04
200000,1,2,9.379387e-04
400000,1,2,1.607895e-03
400000,1,2,1.609087e-03
400000,1,2,1.803875e-03
400000,1,2,1.605988e-03
400000,1,2,1.878023e-03
400000,1,2,1.614094e-03
400000,1,2,1.609087e-03
400000,1,2,1.610994e-03
400000,1,2,1.874924e-03
400000,1,2,1.609087e-03
800000,1,2,3.360987e-03
800000,1,2,3.352165e-03
800000,1,2,3.355980e-03
800000,1,2,3.353119e-03
800000,1,2,3.353119e-03
800000,1,2,3.353834e-03
800000,1,2,3.354073e-03
800000,1,2,3.360987e-03
800000,1,2,3.355026e-03
800000,1,2,3.368855e-03
1600000,1,2,6.842136e-03
1600000,1,2,6.850004e-03
1600000,1,2,6.884098e-03
1600000,1,2,6.899834e-03
1600000,1,2,6.836891e-03
1600000,1,2,6.843090e-03
1600000,1,2,6.840944e-03
1600000,1,2,6.888151e-03
1600000,1,2,6.855965e-03
1600000,1,2,7.012129e-03
1000000,1,2,4.249096e-03
1000000,1,2,4.249811e-03
1000000,1,2,4.247904e-03
1000000,1,2,4.251003e-03
1000000,1,2,4.245043e-03
1000000,1,2,4.254103e-03
1000000,1,2,4.251957e-03
1000000,1,2,4.262924e-03
1000000,1,2,4.245043e-03
1000000,1,2,4.258871e-03
2000000,1,2,8.569002e-03
2000000,1,2,8.558989e-03
2000000,1,2,8.562088e-03
2000000,1,2,8.574009e-03
2000000,1,2,8.548975e-03
2000000,1,2,8.548021e-03
2000000,1,2,8.546829e-03
2000000,1,2,8.545876e-03
2000000,1,2,8.548021e-03
2000000,1,2,8.577108e-03
4000000,1,2,1.711512e-02
4000000,1,2,1.706195e-02
4000000,1,2,1.709604e-02
4000000,1,2,1.710510e-02
4000000,1,2,1.710010e-02
4000000,1,2,1.710320e-02
4000000,1,2,1.708984e-02
4000000,1,2,1.708794e-02
4000000,1,2,1.709390e-02
4000000,1,2,1.710105e-02
8000000,1,2,3.437901e-02
8000000,1,2,3.416705e-02
8000000,1,2,3.421283e-02
8000000,1,2,3.417206e-02
8000000,1,2,3.419709e-02
8000000,1,2,3.418803e-02
8000000,1,2,3.416896e-02
8000000,1,2,3.422379e-02
8000000,1,2,3.417492e-02
8000000,1,2,3.417802e-02
16000000,1,2,6.837797e-02
16000000,1,2,6.831408e-02
16000000,1,2,6.833982e-02
16000000,1,2,6.832600e-02
16000000,1,2,6.864095e-02
16000000,1,2,6.833982e-02
16000000,1,2,6.845593e-02
16000000,1,2,6.835294e-02
16000000,1,2,6.835413e-02
16000000,1,2,6.833982e-02
10000000,1,2,4.274106e-02
10000000,1,2,4.270196e-02
10000000,1,2,4.273701e-02
10000000,1,2,4.274797e-02
10000000,1,2,4.273605e-02
10000000,1,2,4.272008e-02
10000000,1,2,4.274511e-02
10000000,1,2,4.273987e-02
10000000,1,2,4.287291e-02
10000000,1,2,4.272318e-02
20000000,1,2,8.547115e-02
20000000,1,2,8.543086e-02
20000000,1,2,8.540416e-02
20000000,1,2,8.540201e-02
20000000,1,2,8.546305e-02
20000000,1,2,8.540082e-02
20000000,1,2,8.541989e-02
20000000,1,2,8.507800e-02
20000000,1,2,8.540893e-02
20000000,1,2,8.547091e-02
40000000,1,2,1.708760e-01
40000000,1,2,1.704149e-01
40000000,1,2,1.708388e-01
40000000,1,2,1.708741e-01
40000000,1,2,1.708939e-01
40000000,1,2,1.708901e-01
40000000,1,2,1.708620e-01
40000000,1,2,1.708810e-01
40000000,1,2,1.708641e-01
40000000,1,2,1.711888e-01
80000000,1,2,3.406141e-01
80000000,1,2,3.418181e-01
80000000,1,2,3.418629e-01
80000000,1,2,3.424132e-01
80000000,1,2,3.416700e-01
80000000,1,2,3.415890e-01
80000000,1,2,3.416619e-01
80000000,1,2,3.416069e-01
80000000,1,2,3.417869e-01
80000000,1,2,3.416049e-01
160000000,1,2,6.832108e-01
160000000,1,2,6.831708e-01
160000000,1,2,6.827650e-01
160000000,1,2,6.832850e-01
160000000,1,2,6.833079e-01
160000000,1,2,6.831589e-01
160000000,1,2,6.830859e-01
160000000,1,2,6.832991e-01
160000000,1,2,6.820180e-01
160000000,1,2,6.833692e-01
4000,2,2,2.789497e-05
4000,2,2,2.813339e-05
4000,2,2,2.598763e-05
4000,2,2,2.694130e-05
8000,2,2,4.196167e-05
8000,2,2,4.291534e-05
8000,2,2,4.291534e-05
8000,2,2,3.695488e-05
8000,2,2,3.719330e-05
8000,2,2,4.100800e-05
8000,2,2,3.600121e-05
8000,2,2,4.315376e-05
8000,2,2,4.196167e-05
8000,2,2,4.100800e-05
16000,2,2,5.388260e-05
16000,2,2,5.602837e-05
16000,2,2,5.793571e-05
16000,2,2,5.578995e-05
16000,2,2,5.602837e-05
16000,2,2,5.602837e-05
16000,2,2,5.698204e-05
16000,2,2,5.602837e-05
16000,2,2,5.602837e-05
16000,2,2,5.602837e-05
10000,2,2,4.720688e-05
10000,2,2,4.601479e-05
10000,2,2,4.601479e-05
10000,2,2,4.482269e-05
10000,2,2,4.577637e-05
10000,2,2,4.792213e-05
10000,2,2,4.696846e-05
10000,2,2,4.482269e-05
10000,2,2,4.601479e-05
10000,2,2,4.601479e-05
20000,2,2,6.413460e-05
20000,2,2,6.508827e-05
20000,2,2,6.508827e-05
20000,2,2,6.508827e-05
20000,2,2,6.389618e-05
20000,2,2,6.389618e-05
20000,2,2,6.604195e-05
20000,2,2,6.389618e-05
20000,2,2,6.413460e-05
20000,2,2,6.508827e-05
40000,2,2,1.020432e-04
40000,2,2,1.108646e-04
40000,2,2,1.010895e-04
40000,2,2,1.151562e-04
40000,2,2,1.041889e-04
40000,2,2,1.018047e-04
40000,2,2,1.020432e-04
40000,2,2,1.020432e-04
40000,2,2,1.020432e-04
40000,2,2,1.029968e-04
80000,2,2,1.869202e-04
80000,2,2,1.859665e-04
80000,2,2,1.869202e-04
80000,2,2,1.869202e-04
80000,2,2,1.878738e-04
80000,2,2,1.869202e-04
80000,2,2,1.869202e-04
80000,2,2,1.869202e-04
80000,2,2,1.871586e-04
80000,2,2,1.878738e-04
160000,2,2,3.650188e-04
160000,2,2,3.588200e-04
160000,2,2,3.619194e-04
160000,2,2,3.709793e-04
160000,2,2,3.578663e-04
160000,2,2,3.561974e-04
160000,2,2,3.578663e-04
160000,2,2,3.590584e-04
160000,2,2,3.581047e-04
160000,2,2,3.569126e-04
100000,2,2,2.298355e-04
100000,2,2,2.310276e-04
100000,2,2,2.291203e-04
100000,2,2,2.281666e-04
100000,2,2,2.298355e-04
100000,2,2,2.300739e-04
100000,2,2,2.329350e-04
100000,2,2,2.310276e-04
100000,2,2,2.291203e-04
100000,2,2,2.379417e-04
200000,2,2,4.439354e-04
200000,2,2,4.429817e-04
200000,2,2,4.439354e-04
200000,2,2,4.429817e-04
200000,2,2,4.451275e-04
200000,2,2,4.470348e-04
200000,2,2,4.429817e-04
200000,2,2,4.489422e-04
200000,2,2,4.448891e-04
200000,2,2,4.429817e-04
400000,2,2,8.730888e-04
400000,2,2,8.699894e-04
400000,2,2,8.699894e-04
400000,2,2,8.699894e-04
400000,2,2,8.730888e-04
400000,2,2,8.699894e-04
400000,2,2,8.718967e-04
400000,2,2,8.699894e-04
400000,2,2,8.699894e-04
400000,2,2,8.809566e-04
800000,2,2,1.726866e-03
800000,2,2,1.727104e-03
800000,2,2,1.725912e-03
800000,2,2,1.734018e-03
800000,2,2,1.727104e-03
800000,2,2,1.736164e-03
800000,2,2,1.726866e-03
800000,2,2,1.725912e-03
800000,2,2,1.735210e-03
800000,2,2,1.722097e-03
1600000,2,2,3.572941e-03
1600000,2,2,3.450155e-03
1600000,2,2,3.489017e-03
1600000,2,2,3.440142e-03
1600000,2,2,3.443956e-03
1600000,2,2,3.478050e-03
1600000,2,2,3.448963e-03
1600000,2,2,3.478050e-03
1600000,2,2,3.489971e-03
1600000,2,2,3.446102e-03
1000000,2,2,2.155066e-03
1000000,2,2,2.156973e-03
1000000,2,2,2.475023e-03
1000000,2,2,2.156019e-03
1000000,2,2,2.159834e-03
1000000,2,2,2.154827e-03
1000000,2,2,2.155066e-03
1000000,2,2,2.162933e-03
1000000,2,2,2.153873e-03
1000000,2,2,2.153873e-03
2000000,2,2,4.314899e-03
2000000,2,2,4.302025e-03
2000000,2,2,4.314899e-03
2000000,2,2,4.307985e-03
2000000,2,2,4.297972e-03
2000000,2,2,4.318953e-03
2000000,2,2,4.322052e-03
2000000,2,2,4.304171e-03
2000000,2,2,4.307985e-03
2000000,2,2,4.304886e-03
4000000,2,2,8.586168e-03
4000000,2,2,8.606911e-03
4000000,2,2,8.600950e-03
4000000,2,2,8.598089e-03
4000000,2,2,8.613110e-03
4000000,2,2,8.639097e-03
4000000,2,2,8.639812e-03
4000000,2,2,8.599043e-03
4000000,2,2,8.592844e-03
4000000,2,2,8.590937e-03
8000000,2,2,1.714492e-02
8000000,2,2,1.714516e-02
8000000,2,2,1.713181e-02
8000000,2,2,1.714420e-02
8000000,2,2,1.731801e-02
8000000,2,2,1.725197e-02
8000000,2,2,1.712489e-02
8000000,2,2,1.711679e-02
8000000,2,2,1.714301e-02
8000000,2,2,1.712799e-02
16000000,2,2,3.431296e-02
16000000,2,2,3.420305e-02
16000000,2,2,3.422809e-02
16000000,2,2,3.421903e-02
16000000,2,2,3.440285e-02
16000000,2,2,3.418708e-02
16000000,2,2,3.421021e-02
16000000,2,2,3.424406e-02
16000000,2,2,3.421903e-02
16000000,2,2,3.426600e-02
10000000,2,2,2.146101e-02
10000000,2,2,2.145696e-02
10000000,2,2,2.149391e-02
10000000,2,2,2.140188e-02
10000000,2,2,2.141595e-02
10000000,2,2,2.142596e-02
10000000,2,2,2.141500e-02
10000000,2,2,2.139020e-02
10000000,2,2,2.139902e-02
10000000,2,2,2.140784e-02
20000000,2,2,4.277611e-02
20000000,2,2,4.274702e-02
20000000,2,2,4.283094e-02
20000000,2,2,4.278183e-02
20000000,2,2,4.277992e-02
20000000,2,2,4.330778e-02
20000000,2,2,4.304290e-02
20000000,2,2,4.274583e-02
20000000,2,2,4.277802e-02
20000000,2,2,4.275393e-02
40000000,2,2,8.544683e-02
40000000,2,2,8.544397e-02
40000000,2,2,8.542800e-02
40000000,2,2,8.545709e-02
40000000,2,2,8.546901e-02
40000000,2,2,8.569193e-02
40000000,2,2,8.548784e-02
40000000,2,2,8.549094e-02
40000000,2,2,8.545804e-02
40000000,2,2,8.553004e-02
80000000,2,2,1.708300e-01
80000000,2,2,1.709180e-01
80000000,2,2,1.710198e-01
80000000,2,2,1.708910e-01
80000000,2,2,1.709199e-01
80000000,2,2,1.718590e-01
80000000,2,2,1.709740e-01
80000000,2,2,1.710560e-01
80000000,2,2,1.708331e-01
80000000,2,2,1.729071e-01
160000000,2,2,3.422911e-01
160000000,2,2,3.418260e-01
160000000,2,2,3.417280e-01
160000000,2,2,3.416800e-01
160000000,2,2,3.417420e-01
160000000,2,2,3.419340e-01
160000000,2,2,3.424029e-01
160000000,2,2,3.417430e-01
160000000,2,2,3.416681e-01
160000000,2,2,3.419650e-01
100,4,2,5.292892e-05
100,4,2,1.811981e-05
100,4,2,2.408028e-05
100,4,2,1.811981e-05
100,4,2,2.193451e-05
100,4,2,2.694130e-05
100,4,2,2.813339e-05
100,4,2,5.388260e-05
100,4,2,2.694130e-05
100,4,2,2.598763e-05
200,4,2,2.503395e-05
200,4,2,2.598763e-05
200,4,2,2.384186e-05
200,4,2,2.288818e-05
200,4,2,2.193451e-05
200,4,2,7.510185e-05
200,4,2,4.100800e-05
200,4,2,2.098083e-05
200,4,2,2.694130e-05
200,4,2,2.217293e-05
400,4,2,2.098083e-05
400,4,2,2.193451e-05
400,4,2,2.503395e-05
400,4,2,2.193451e-05
400,4,2,2.193451e-05
400,4,2,2.813339e-05
400,4,2,2.694130e-05
400,4,2,3.099442e-05
400,4,2,4.696846e-05
400,4,2,2.098083e-05
800,4,2,3.099442e-05
800,4,2,2.598763e-05
800,4,2,2.217293e-05
800,4,2,5.078316e-05
800,4,2,2.002716e-05
800,4,2,2.217293e-05
800,4,2,2.384186e-05
800,4,2,2.193451e-05
800,4,2,2.121925e-05
800,4,2,2.408028e-05
1600,4,2,2.312660e-05
1600,4,2,1.502037e-05
1600,4,2,1.692772e-05
1600,4,2,2.598763e-05
1600,4,2,2.193451e-05
1600,4,2,2.193451e-05
1600,4,2,2.288818e-05
1600,4,2,1.502037e-05
1600,4,2,2.288818e-05
1600,4,2,2.288818e-05
1000,4,2,2.002716e-05
1000,4,2,2.098083e-05
1000,4,2,2.193451e-05
1000,4,2,2.002716e-05
1000,4,2,2.288818e-05
1000,4,2,2.098083e-05
1000,4,2,2.217293e-05
1000,4,2,2.193451e-05
1000,4,2,2.503395e-05
1000,4,2,2.193451e-05
2000,4,2,2.288818e-05
2000,4,2,2.288818e-05
2000,4,2,2.098083e-05
2000,4,2,2.288818e-05
2000,4,2,2.288818e-05
2000,4,2,2.288818e-05
2000,4,2,2.312660e-05
2000,4,2,2.217293e-05
2000,4,2,2.384186e-05
2000,4,2,2.503395e-05
4000,4,2,2.717972e-05
4000,4,2,1.811981e-05
4000,4,2,1.811981e-05
4000,4,2,2.503395e-05
4000,4,2,1.883507e-05
4000,4,2,2.598763e-05
4000,4,2,2.002716e-05
4000,4,2,2.408028e-05
4000,4,2,2.503395e-05
4000,4,2,2.598763e-05
8000,4,2,2.789497e-05
8000,4,2,3.695488e-05
8000,4,2,3.290176e-05
8000,4,2,3.385544e-05
8000,4,2,3.504753e-05
8000,4,2,3.290176e-05
8000,4,2,3.409386e-05
8000,4,2,3.385544e-05
8000,4,2,3.194809e-05
8000,4,2,3.409386e-05
16000,4,2,5.197525e-05
16000,4,2,4.410744e-05
16000,4,2,4.386902e-05
16000,4,2,4.792213e-05
16000,4,2,4.410744e-05
16000,4,2,4.696846e-05
16000,4,2,5.698204e-05
16000,4,2,4.696846e-05
16000,4,2,4.410744e-05
16000,4,2,4.911423e-05
10000,4,2,3.480911e-05
10000,4,2,3.886223e-05
10000,4,2,4.196167e-05
10000,4,2,3.814697e-05
10000,4,2,3.600121e-05
10000,4,2,2.908707e-05
10000,4,2,4.100800e-05
10000,4,2,3.600121e-05
10000,4,2,3.600121e-05
10000,4,2,3.719330e-05
20000,4,2,5.102158e-05
20000,4,2,4.792213e-05
20000,4,2,5.006790e-05
20000,4,2,5.102158e-05
20000,4,2,4.792213e-05
20000,4,2,4.792213e-05
20000,4,2,4.982948e-05
20000,4,2,5.197525e-05
20000,4,2,4.792213e-05
20000,4,2,5.316734e-05
40000,4,2,7.295609e-05
40000,4,2,7.700920e-05
40000,4,2,7.200241e-05
40000,4,2,7.295609e-05
40000,4,2,7.319450e-05
40000,4,2,7.700920e-05
40000,4,2,7.200241e-05
40000,4,2,7.510185e-05
40000,4,2,7.200241e-05
40000,4,2,7.295609e-05
80000,4,2,1.151562e-04
80000,4,2,1.149178e-04
80000,4,2,1.149178e-04
80000,4,2,1.170635e-04
80000,4,2,1.149178e-04
80000,4,2,1.230240e-04
80000,4,2,1.158714e-04
80000,4,2,1.151562e-04
80000,4,2,1.168251e-04
80000,4,2,1.180172e-04
160000,4,2,1.909733e-04
160000,4,2,1.928806e-04
160000,4,2,1.959801e-04
160000,4,2,1.950264e-04
160000,4,2,1.931190e-04
160000,4,2,1.959801e-04
160000,4,2,1.947880e-04
160000,4,2,1.940727e-04
160000,4,2,1.940727e-04
160000,4,2,1.928806e-04
100000,4,2,1.289845e-04
100000,4,2,1.239777e-04
100000,4,2,1.320839e-04
100000,4,2,1.299381e-04
100000,4,2,1.311302e-04
100000,4,2,1.218319e-04
100000,4,2,1.299381e-04
100000,4,2,1.208782e-04
100000,4,2,1.299381e-04
100000,4,2,1.289845e-04
200000,4,2,2.357960e-04
200000,4,2,2.410412e-04
200000,4,2,2.372265e-04
200000,4,2,2.369881e-04
200000,4,2,2.350807e-04
200000,4,2,2.379417e-04
200000,4,2,2.329350e-04
200000,4,2,2.379417e-04
200000,4,2,2.391338e-04
200000,4,2,2.422333e-04
400000,4,2,4.498959e-04
400000,4,2,4.489422e-04
400000,4,2,4.529953e-04
400000,4,2,4.520416e-04
400000,4,2,4.520416e-04
400000,4,2,4.498959e-04
400000,4,2,4.520416e-04
400000,4,2,4.508495e-04
400000,4,2,4.508495e-04
400000,4,2,4.501343e-04
800000,4,2,8.850098e-04
800000,4,2,8.778572e-04
800000,4,2,8.800030e-04
800000,4,2,8.809566e-04
800000,4,2,1.011133e-03
800000,4,2,8.790493e-04
800000,4,2,8.828640e-04
800000,4,2,8.769035e-04
800000,4,2,8.819103e-04
800000,4,2,8.800030e-04
1600000,4,2,1.734018e-03
1600000,4,2,1.729965e-03
1600000,4,2,1.734972e-03
1600000,4,2,1.729012e-03
1600000,4,2,1.733065e-03
1600000,4,2,1.733065e-03
1600000,4,2,1.726866e-03
1600000,4,2,1.741886e-03
1600000,4,2,1.733065e-03
1600000,4,2,1.733065e-03
1000000,4,2,1.093149e-03
1000000,4,2,1.091957e-03
1000000,4,2,1.092196e-03
1000000,4,2,1.093149e-03
1000000,4,2,1.092911e-03
1000000,4,2,1.093864e-03
1000000,4,2,1.093149e-03
1000000,4,2,1.094103e-03
1000000,4,2,1.091957e-03
1000000,4,2,1.092911e-03
2000000,4,2,2.173185e-03
2000000,4,2,2.172947e-03
2000000,4,2,2.173901e-03
2000000,4,2,2.226114e-03
2000000,4,2,2.171040e-03
2000000,4,2,2.173901e-03
2000000,4,2,2.168894e-03
2000000,4,2,2.182961e-03
2000000,4,2,2.196074e-03
2000000,4,2,2.179861e-03
4000000,4,2,4.310131e-03
4000000,4,2,4.328012e-03
4000000,4,2,4.395962e-03
4000000,4,2,4.314899e-03
4000000,4,2,4.307032e-03
4000000,4,2,4.328012e-03
4000000,4,2,4.313946e-03
4000000,4,2,4.343033e-03
4000000,4,2,4.305124e-03
4000000,4,2,4.326105e-03
8000000,4,2,8.592129e-03
8000000,4,2,8.598089e-03
8000000,4,2,8.596897e-03
8000000,4,2,8.582115e-03
8000000,4,2,8.592844e-03
8000000,4,2,8.585215e-03
8000000,4,2,8.615971e-03
8000000,4,2,8.597851e-03
8000000,4,2,8.602142e-03
8000000,4,2,8.587837e-03
16000000,4,2,1.716113e-02
16000000,4,2,1.716614e-02
16000000,4,2,1.716018e-02
16000000,4,2,1.717305e-02
16000000,4,2,1.728892e-02
16000000,4,2,1.716590e-02
16000000,4,2,1.720405e-02
16000000,4,2,1.720095e-02
16000000,4,2,1.717782e-02
16000000,4,2,1.717496e-02
10000000,4,2,1.085591e-02
10000000,4,2,1.072288e-02
10000000,4,2,1.075506e-02
10000000,4,2,1.077795e-02
10000000,4,2,1.073384e-02
10000000,4,2,1.074195e-02
10000000,4,2,1.074815e-02
10000000,4,2,1.074481e-02
10000000,4,2,1.072884e-02
10000000,4,2,1.071882e-02
20000000,4,2,2.145696e-02
20000000,4,2,2.144909e-02
20000000,4,2,2.144194e-02
20000000,4,2,2.144504e-02
20000000,4,2,2.146387e-02
20000000,4,2,2.146888e-02
20000000,4,2,2.144694e-02
20000000,4,2,2.144694e-02
20000000,4,2,2.148294e-02
20000000,4,2,2.145195e-02
40000000,4,2,4.287601e-02
40000000,4,2,4.280710e-02
40000000,4,2,4.278994e-02
40000000,4,2,4.276609e-02
40000000,4,2,4.275799e-02
40000000,4,2,4.275799e-02
40000000,4,2,4.275894e-02
40000000,4,2,4.289699e-02
40000000,4,2,4.296994e-02
40000000,4,2,4.276109e-02
80000000,4,2,8.545494e-02
80000000,4,2,8.558393e-02
80000000,4,2,8.551192e-02
80000000,4,2,8.553195e-02
80000000,4,2,8.552289e-02
80000000,4,2,8.546710e-02
80000000,4,2,8.553195e-02
80000000,4,2,8.577895e-02
80000000,4,2,8.575296e-02
80000000,4,2,8.549380e-02
160000000,4,2,1.708939e-01
160000000,4,2,1.709070e-01
160000000,4,2,1.711860e-01
160000000,4,2,1.709769e-01
160000000,4,2,1.709509e-01
160000000,4,2,1.709409e-01
100,8,2,4.291534e-05
100,8,2,4.291534e-05
100,8,2,4.506111e-05
100,8,2,4.410744e-05
100,8,2,3.504753e-05
100,8,2,4.315376e-05
100,8,2,3.314018e-05
100,8,2,4.506111e-05
100,8,2,4.386902e-05
100,8,2,4.506111e-05
200,8,2,4.506111e-05
200,8,2,4.386902e-05
200,8,2,4.005432e-05
200,8,2,4.291534e-05
200,8,2,4.720688e-05
200,8,2,2.908707e-05
200,8,2,3.004074e-05
200,8,2,3.099442e-05
200,8,2,3.099442e-05
200,8,2,3.004074e-05
400,8,2,3.314018e-05
400,8,2,3.194809e-05
400,8,2,3.194809e-05
400,8,2,3.004074e-05
400,8,2,3.004074e-05
400,8,2,2.908707e-05
400,8,2,3.194809e-05
400,8,2,3.194809e-05
400,8,2,3.314018e-05
400,8,2,3.194809e-05
800,8,2,2.503395e-05
800,8,2,3.099442e-05
800,8,2,3.194809e-05
800,8,2,2.694130e-05
800,8,2,2.980232e-05
800,8,2,3.194809e-05
800,8,2,3.314018e-05
800,8,2,2.694130e-05
800,8,2,3.194809e-05
800,8,2,3.194809e-05
1600,8,2,2.789497e-05
1600,8,2,2.884865e-05
1600,8,2,3.194809e-05
1600,8,2,3.099442e-05
1600,8,2,3.385544e-05
1600,8,2,3.099442e-05
1600,8,2,2.813339e-05
1600,8,2,2.694130e-05
1600,8,2,2.598763e-05
1600,8,2,2.503395e-05
1000,8,2,3.194809e-05
1000,8,2,3.099442e-05
1000,8,2,3.314018e-05
1000,8,2,3.194809e-05
1000,8,2,2.694130e-05
1000,8,2,3.194809e-05
1000,8,2,3.290176e-05
1000,8,2,3.194809e-05
1000,8,2,3.600121e-05
1000,8,2,3.290176e-05
2000,8,2,3.099442e-05
2000,8,2,2.694130e-05
2000,8,2,3.194809e-05
2000,8,2,2.598763e-05
2000,8,2,3.409386e-05
2000,8,2,2.598763e-05
2000,8,2,3.194809e-05
2000,8,2,2.694130e-05
2000,8,2,2.789497e-05
2000,8,2,2.813339e-05
4000,8,2,3.290176e-05
4000,8,2,3.504753e-05
4000,8,2,3.290176e-05
4000,8,2,2.789497e-05
4000,8,2,3.314018e-05
4000,8,2,3.314018e-05
4000,8,2,3.504753e-05
4000,8,2,3.290176e-05
4000,8,2,2.598763e-05
4000,8,2,3.004074e-05
8000,8,2,3.194809e-05
8000,8,2,3.600121e-05
8000,8,2,3.695488e-05
8000,8,2,3.480911e-05
8000,8,2,3.480911e-05
8000,8,2,2.884865e-05
8000,8,2,3.480911e-05
8000,8,2,3.004074e-05
8000,8,2,3.504753e-05
8000,8,2,3.504753e-05
16000,8,2,4.601479e-05
16000,8,2,4.601479e-05
16000,8,2,4.482269e-05
16000,8,2,4.601479e-05
16000,8,2,4.577637e-05
16000,8,2,4.410744e-05
16000,8,2,4.601479e-05
16000,8,2,4.792213e-05
16000,8,2,4.100800e-05
16000,8,2,4.601479e-05
10000,8,2,3.600121e-05
10000,8,2,3.314018e-05
10000,8,2,3.790855e-05
10000,8,2,3.910065e-05
10000,8,2,3.600121e-05
10000,8,2,3.695488e-05
10000,8,2,3.695488e-05
10000,8,2,4.005432e-05
10000,8,2,3.099442e-05
10000,8,2,4.005432e-05
20000,8,2,4.911423e-05
20000,8,2,4.911423e-05
20000,8,2,5.102158e-05
20000,8,2,4.005432e-05
20000,8,2,5.006790e-05
20000,8,2,4.792213e-05
20000,8,2,4.816055e-05
20000,8,2,4.196167e-05
20000,8,2,4.792213e-05
20000,8,2,4.792213e-05
40000,8,2,6.604195e-05
40000,8,2,5.316734e-05
40000,8,2,6.413460e-05
40000,8,2,6.294250e-05
40000,8,2,6.508827e-05
40000,8,2,6.389618e-05
40000,8,2,6.389618e-05
40000,8,2,5.316734e-05
40000,8,2,6.699562e-05
40000,8,2,6.604195e-05
80000,8,2,8.296967e-05
80000,8,2,7.104874e-05
80000,8,2,7.510185e-05
80000,8,2,6.914139e-05
80000,8,2,7.200241e-05
80000,8,2,7.104874e-05
80000,8,2,7.319450e-05
80000,8,2,7.081032e-05
80000,8,2,7.200241e-05
80000,8,2,7.104874e-05
160000,8,2,1.139641e-04
160000,8,2,1.158714e-04
160000,8,2,1.180172e-04
160000,8,2,1.149178e-04
160000,8,2,1.158714e-04
160000,8,2,1.139641e-04
160000,8,2,1.149178e-04
160000,8,2,1.149178e-04
160000,8,2,1.149178e-04
160000,8,2,1.139641e-04
100000,8,2,8.702278e-05
100000,8,2,8.487701e-05
100000,8,2,8.606911e-05
100000,8,2,8.797646e-05
