100000000,1,0,4.164178e-01
100000000,1,0,4.163809e-01
100000000,1,0,4.165950e-01
100000000,1,0,4.172051e-01
100000000,1,0,4.171510e-01
100000000,1,0,4.172881e-01
100000000,1,0,4.160850e-01
100000000,1,0,4.171610e-01
100000000,1,0,4.169309e-01
100000000,1,0,4.169860e-01
200000000,1,0,8.337579e-01
200000000,1,0,8.341711e-01
200000000,1,0,8.339069e-01
200000000,1,0,8.345180e-01
200000000,1,0,8.342381e-01
200000000,1,0,8.346419e-01
200000000,1,0,8.348498e-01
200000000,1,0,8.338940e-01
200000000,1,0,8.343601e-01
200000000,1,0,8.343792e-01
400000000,1,0,1.667903e+00
400000000,1,0,1.668030e+00
400000000,1,0,1.669726e+00
400000000,1,0,1.667081e+00
400000000,1,0,1.667914e+00
400000000,1,0,1.665599e+00
100000000,1,1,4.269841e-01
100000000,1,1,4.259460e-01
100000000,1,1,4.282300e-01
100000000,1,1,4.270110e-01
100000000,1,1,4.274530e-01
100000000,1,1,4.260430e-01
100000000,1,1,4.270380e-01
100000000,1,1,4.279709e-01
100000000,1,1,4.272978e-01
100000000,1,1,4.269381e-01
200000000,1,1,8.540959e-01
200000000,1,1,8.544562e-01
200000000,1,1,8.542721e-01
200000000,1,1,8.543961e-01
200000000,1,1,8.547170e-01
200000000,1,1,8.548141e-01
200000000,1,1,8.547058e-01
200000000,1,1,8.542850e-01
200000000,1,1,8.541539e-01
200000000,1,1,8.546669e-01
400000000,1,1,1.716281e+00
400000000,1,1,1.709410e+00
400000000,1,1,1.704124e+00
400000000,1,1,1.708711e+00
400000000,1,1,1.708375e+00
100000000,2,1,2.137191e-01
100000000,2,1,2.136710e-01
100000000,2,1,2.134509e-01
100000000,2,1,2.139401e-01
100000000,2,1,2.136371e-01
100000000,2,1,2.136769e-01
100000000,2,1,2.137411e-01
100000000,2,1,2.136860e-01
100000000,2,1,2.135241e-01
100000000,2,1,2.136569e-01
200000000,2,1,4.270720e-01
200000000,2,1,4.272780e-01
200000000,2,1,4.275150e-01
200000000,2,1,4.275329e-01
200000000,2,1,4.274411e-01
200000000,2,1,4.274859e-01
200000000,2,1,4.270720e-01
200000000,2,1,4.285021e-01
200000000,2,1,4.271920e-01
200000000,2,1,4.271848e-01
100000000,4,1,1.070359e-01
100000000,4,1,1.067982e-01
100000000,4,1,1.068070e-01
100000000,4,1,1.068542e-01
100000000,4,1,1.068170e-01
100000000,4,1,1.068518e-01
100000000,4,1,1.068180e-01
100000000,4,1,1.069572e-01
200000000,4,1,2.137060e-01
200000000,4,1,2.135789e-01
200000000,4,1,2.136159e-01
200000000,4,1,2.135408e-01
200000000,4,1,2.136741e-01
200000000,4,1,2.136090e-01
